sent,label
"3 ads per skip is bollocks when the chance of hearing the song you requested is already a 1/5 gamble unless they like what you request. sepultura, slayer",negative
still learning to navigate the programming. guess i have to go to premium because the commercials are annoying,negative
"app crashes every all the time. and ad plays, it crashes. you switch to another app and comeback to spotify, app crashes. always have to restart the app.",negative
"i cant skip songs now, i got only 6 skips per hour. like what the hell bro? i just want to listen to music normally, not to wait until song end. im not using this anymore sorry guys",negative
after every single song it plays add n they r heavily annoying even after update they haven't realized its annoying to keep such thing they removed the feature 30min ad free after a video add better to see other option,negative
"it doesn't play the music i like, it doesn't leave my main screen. i just hate it",negative
"i like how i can play any songs i want, although it can only be 6 skips.",positive
i love bts songs sooo much thank for providing this allðÿ˜‡ðÿ˜‡,positive
"would give higher, but lately the app will not even load.",negative
some other songs are not available like bts song and other things is ok please sort out this thing why bts songs is not available,negative
it works great but sometimes has some issues of quality audio.,negative
excellent app....ðÿ‘ easy to use..lots of options... enjoying the music so much...,positive
great to listen to music,positive
best music app i have ever used,positive
this app is getting worse it's meant to be free and you get 30 minutes without no adverts and i am still getting 6 adverts i can only listen to music for 15 minutes it for 15 minutes then i get more adverts,negative
"i love spotify, i listen to the podcast and i listen to a ton of music, i have over 2,000 songs saved and i have a premium account and have had one for a while, would recommend spotify to anyone and i do.",positive
the app has been great however recently when l search a song it plays a totally different song from the one l choose.,positive
good music listing app,positive
"i used to love the app but now all my downloaded songs are u downloaded and i had to download them again but i can't i tried several times but it just won't download again so i tried downloading other songs abd again no luck! i have premium so i can't say sth about skipping and stuff but i think that since the last hupdate spotify is just ðÿ’©. it's lagging 24/7, and i can't even listen to music offline cuz it just won't play. please fix those issues spotify!!",negative
this aap is so cool i find any song on this ðÿ‘,positive
"the apps doing really good on my end, although when i exit and play a song when i get back on the song doesn't show on the bottom. i wish we could pin more than 4 playlists on my library. other than that i still love spotify<3",positive
mine is not connecting with the internet and i just subscribe to premium my app is crashing,negative
best app ever created in this world 5 star without any doubt.....if u have a doubt then go duck yourself... thanks...,positive
idk what you guys did with the interface but it feels like i have less control.,negative
"very rare to not find a song i'm looking for.....it happens, but not often. even obscure music is available, i love that the lyrics are offered with most songs.... i'll never not have spotify",positive
"this app has major link and playback issues. i use it on android os12. firstly, you cannot play a direct song that is shared to you via social media. when you press the green play button to the bottom right of the song title the app simply ignores it and plays whatever it wants from random artists. if you enter your savedplaylist the same thing happens. this is very biased copyright playback since the specific artists on spotify cannot get there own music played per share. fix it.",negative
i really love spotify but app it's not working please fix it,negative
"whenever i start a radio based off a song or artist (which is with the intention to find a new artist or new music that is related to the song/artist i'm starting the radio off of) it just creates essentially a playlist of music i've been listening to - and not even within the same genre off the song. i've realized that i haven't found any new artists or any new music, and just continuously listen to the same things over and over again which is quite depressing.",negative
"along with the wrapped for a year, spotify should also give the count for the number of ads given per year . other than the too many ads , it is good for listening to music",positive
exilent sound full hd .. no ads problem.. i love spotify... friends download this app without any doubt .. it's my opinion sarojsk,positive
"this is the best music platform, i admit to that especially when the user subscribes to it. but certain problems i'm not so happy with is that it doesn't refresh and show recently released hits. i'll have to see them in other apps them download them on spotify or follow the artist. i'll still give it a complete rating, 'cause the updates lately are good. it'd be satisfactory if i hear an artist dropped a track and i see it quickly on the home page. please work on this. it'd be acknowledged",positive
"no auto artist and album list. it is should be all about the songs. if i like the song, the artist and album should be generated into an auto list.",negative
i was happy with the app because it holds all the artists i like with very few gaps. until i bought bluetooth phones and discovered that it constantly stutters audio playback - the only app to do so. there's a very long discussion thread on the spotify community going back to april 2017 with a multitude of other users who never found a solution. some resorted to the competition because the company clearly doesn't care. i'm also considering that.,negative
"it's a nice music app but then when i play a song from a playlist, it plays a suggested song, which i find annoying. i just want to listen to the songs i added in the playlist, not the suggested songs.",negative
"upd: watch your language spotify and don't command me like that: ""update your payment methods now!"". i won't update anything if i don't want to. i'm tired that i can't add to blacklist one specific track from recommendations/radios. i block it every day and spotify continues to add it in my auto generated playlists. it's hard to reorder playlist in android app.",negative
i am giving you 2 stars . songs are definitely cool with good quality but your advertisement are too much long i use youtube because we can skip in 5 sec but your ads are too long ðÿ˜‘,negative
"i've been using this app since it come about and have always had premium and in recent years it's just getting worse an worse, what is the need to redownload the same song every day spotify?! i hardly pick new songs to go into my playlists and every single day the app is downloading said playlist for offline use. then taking extra long to search or even add to que, i never complain about apps but this is by far becoming one of the most unreliable apps for music.",negative
"i can't listen to what i want, why shuffling songs in an album or playlist against my will ? damn! pls fix this..",negative
"amazing user interface, i'm able to listen to my favorite music and podcasts. awesome app",positive
it's good till it gets glitches.,positive
very good app for streming music,positive
"easiest and most convenient way for a student to stream music, but the app can be considerably buggy on my samsung s8 *edit* bugs still persist on samsung s21.",negative
they remove all the good song. stupidify!,negative
download spotify mod apks instead of real apk...we are here to listen music not ads,negative
"i love listening songðÿž§ this app is soooooooooo perfect i am from west bengal i listen hindi , english, bengali, arabaic all songs",positive
i dont know what's happening because my spotify won't log in and not opening as well when i'm using my data. i got an error always!,negative
the now playing bar has disappeared,negative
the app is very easy to use and it sounds great! my problem with it is that it keeps playing suggested songs in my all my playlists even though it has over 50 artists and songs in it.,negative
"amazing app for songs, it's one of the best i've used of all for music...... there are just too many ads but everything is exceptional and premium was also good.",positive
nice sound quality,positive
awesome app with not just music but valuable podcasts.,positive
"i've used spotify for years, it works without issue, and there's loads of brilliant user submitted playlists to choose from. there is ads every so often but you can go ad free, if you prefer. unlike youtube you can close the screen with your music or podcast playing in the background, which is why its my music app of choice.",negative
":) would be cool if everyone gets the premium package so everyone can use the account instead of just for 1 person, and with the discount price of a student. music is life.",negative
it is the best music app i have ever seen..,positive
love spotify music.,positive
"this app is good... i don't know why there is no older songs like 80-90s songs and famous songs like boys, visvasam,sivaji movies and so on .so pls add some tamil songs from 2000-2021 and also recent movies songs",positive
"hi spotify devs, i like using spotify but as of late the app has been unresponsive. i logged out of my spotify account and since then the app would open but i wouldn't be able to login or access the homepage or anything. the app stays stuck on a screen just showing the spotify logo. can someone help me fix this please",negative
"this app was really good but the new update ruin the app, i just can play the song that i want for a second. please fix it, thanks.",negative
"far too many ads, basic things that should be free such as playing a singular song you want to listen to. you have to pay for",negative
"i accidentally delete the spotify data, yeah that's my fault. but i try to reinstall it and now i just stuck in the logo loading screen",negative
i like the app but the shuffle option is disturbing pls remove it,negative
very addective and super play list,positive
its an easier way to listen to music! it's honestly better than listening to music on youtube. i love this!,positive
it's awesome it just sucks that u have to pay for it,positive
i love this app but the new update is annoying. i know that's on purpose to make us buy premium. giving us ads is enough. not allowing us to choose or change the music and making shuffle disabled for us is annoying. i'll still give it a 4/5 cause i've been using this app for years already but i just haven't bought the premium.,negative
googd app advertisments tloud.... much too loud speaker volume to 50% but advertisments are 80%-90% or louder too bad,negative
"i've been using for 5 years , it's awesome , it's an app that i use daily, i've been using premium for a long time and i have absolutely no regrets , money well spent .",positive
it's really ok and impacting but not all needed are available on spotify.,positive
spotify is also a good application when there is internet and not good when it is offline,positive
the pause play bar has gone missing! please can this be looked at. perhaps something weird in the last update?,negative
had this since 2014. i just hate that the shuffle songs repeat. it's shuffled but in the same pattern every time,negative
i would have given them a 5 only if they made us able to back up or transfer the downloads,negative
"i really liked this application and i advise everyone to download it, but the only problem is when i want to listen to songs without the internet, i can not, but the application is still very good ðÿ˜â™¥ï¸â™¥ï¸",positive
"cuberstalers, cgberbullies, narcissistic hackers bff. the whole guns don't kill people people kill people vail to hide behind. it's a good thing your not spinach then you can be recalled.",positive
"terrible just wants money.... been paying for premium for a year almost and now that i haven't payed they won't even let me in the app to select what playlist i'm listening to, just give me 2 options 1) pay em or 2) cancel which i don't wanna do as my dad is in charge of our duo account. terrible streaming service!!!!",negative
i love this app so much i have no problems with it,positive
basic features such as playing things in order are unavailable without paying,negative
wonderful! keeps me upbeat when i need it,positive
after getting the premium my life became to ease up a bit and i thank spotify ðÿ™ðÿ¾,positive
it is very good app but it's new update is very very bad i am deleting this app ðÿ˜ˆðÿ˜ˆðÿ˜ˆðÿ˜ˆ,negative
"used to be amazing, have been a premium subscriber for 3 + years. the latest update causes spotify not to show the song playing so i can't skip etc. will stop at random intervals so have to manually open phone again. i have uninstalled and reinstalled, problem still persists.",negative
i wish i had premium but otherwise great experience,positive
so it's great but i sort of miss pandã·/ra. spotify is awesome; however it's not life i've ever been to vietnam. i got phished! be careful.,positive
very irritating. i want to stream music over mobile data and says no internet connection seriously....... furthermore i am a premium user but still suffer. please check on that as soon as you can.,negative
"spotify is literally the worst platform you could use to listen to podcasts. they insert ads that aren't associated with the podcast makers and it makes podcasts sound disjointed. premium doesn't even help in that regard. some podcast episodes are also missing random 20 second snippets of audio, which aren't missing on other platforms so this is on spotify's end. most likely some kind of bug related to the aforementioned ads inserted into episodes by spotify themselves.",negative
"the app sound is amazing,i using some time",positive
spotify are tha best any music you have all thanks,positive
"best app to listen to your favourite music anytime ,anywhere.",positive
why don't you guys add a minus one feature for every song. like a karaoke. since you already have lyrics on some songs.,negative
auto play random songs. it is non sense frustrating. i have set auto play off and it still skip and plays random stuff. utter garbage. good quality in song is not answer to the random song recommendation.,negative
now this aap is vary vary bad i don't like it because any song if i play this is no playðÿ–¤ðÿ¤®ðÿ’©ðÿ‘žðÿ˜¤ðÿ˜¡ðÿ˜ ðÿ¤¬,negative
"july 6th, 2022. just came back to spotify today around 03:37, i'm not amused on how the audio devices i'm using currently onto bluetooth and aux cable too, i used to have a quite different experience than a lower mono-audio about now. by the way; the sound was needed to be up around 94% oye. ad's are fine but gives you 30 minutes of listing to music; but other devices that i use this app isn't the same, i only use shuffle mode.",negative
awesome reference to my favorite tunes,positive
full with entertainment,positive
its good and choice in your hands.....,positive
app shuffles my playlist and took all my skips and plays songs that aren't even on my playlist,negative
"waste app not opening in my tap only spotify symbol is visible and every time coming ads on tv download spotify,for party all are fake ðÿ˜ˆðÿ˜ˆðÿ˜ˆðÿ˜¢ðÿ˜¤",negative
you should try to suggest some new and hits songs. and also make some other list for hit songs,negative
super audio quality,positive
spotify is wow i love it and i will recommend people to use it,positive
"best ever music app i ever experienced is spotify. never witnessed any song unavailable and that's the best thing about it. but still , in offline music(without premium) ,it include lot of ads which can be considered as "" excess"".",negative
i love this app so much i love the music and everything about it. the podcats i really enjoy it's really interesting.,positive
"worst app ever. they give songs between ads, i mean how can they even put songs between the ads , it just ruins the joyful exprience of listening to the ads. if they remove the songs i will definitely give them 5 stars.",negative
"amazing experience! all the songs and albums, whether local or international, for last 30 years i've been enjoying...are now at my fingertips at the highest quality...thanks to spotify.",positive
"this gives me the ability to play any genre of music i choose and i can literally dj on the go , love it",positive
"great app, use it every day",positive
"the problem is just becoming more unstable like i used to use this app and other app at same time in past it used to work better but now it's stops on one song only i don't know why it stops and i updated the version again but here again that problem and again when i search for some songs the songs be like something went wrong, no internet connection etc and all please if this continues i will not put for any premium package more i",negative
just got a full screen ad for sponsored content on premium. that's not you do to paying customers.,negative
great music app. god bless you all. christ jesus loves you.,positive
i love this app to listen songs,positive
"stops playing every ten minutes +/- i love to listen to my podcasts while driving is during my train commute, but the recent update constantly interrupts playback, so i'll uninstall for now. it's a brilliant app otherwise.",positive
mind blowing app so easy to use and it's amazing ðÿ˜‰â¤ï¸,positive
"the only place where i can get both music and podcasts. great! i would not live without it. the only reason i do not have premium anymore is that i have got another music streaming service through my phone subscribtion - if i had not, i would definitely still subscribe to spotify. edit: have you considered adding ratings to your podcasts/songs? that would be nice.",negative
all those months it not work and they have not fix this issue if i play a song it will randomly play a random song please fix this again and the next update ok manager and developer ðÿ˜¤,negative
i have installed in my android tv but whenever i play it the tv hangs and there is no problem with the apps even though i update the spotify on time,negative
very good as i have found everything i have looked for,positive
"this app is trash, needs premium to anything ðÿ˜¤ðÿ™„, can't listen to any songs i like, always bringing me to another song, i'm already giving credit on streaming an artist and you can't even let me do that!!! ðÿ‘žðÿ‘žðÿ‘žðÿ‘žðÿ‘žðÿ‘žðÿ‘žðÿ‘ž",negative
"i really enjoy spotify premium and have so for the last few years as a subscriber. after recently updating my phone, my spotify no longer plays anything. all my saved data is gone. the titles and playlists are there but nothing plays. it keeps saying no internet connection try again. i have followed all the troubleshooting options as well. i only just resubscribed 3 weeks ago ðÿ˜ž",negative
this is truely the best music app i have ever used and i've tried a lot of them. i love my music and this app has all the music. from the golden oldies to the latest.,positive
"it's been glitchy lately and music skips like scratched cd. and today, when i tried opening the app, it stayed at the logo and wouldn't load. i tried uninstall and install again, restarting my phone doesn't work either.",negative
"somehow varying streaming quality, maybe due to connection ...",negative
the only god thing is that you can share instagram stories with that pretty lyric thing and that's it,negative
crashing and closing all the time,positive
too much ads ðÿ¥²ðÿ¥²ðÿ¥²,negative
"been going downhill for years (the ui to find anything is terrible, sound quality is average and when you download something it favourites it?!) but the way it struggles without an internet connection is infuriating, it just shows a loading screen all the time, even for albums i've downloaded. i've downloaded them because i'm travelling and i know my connection is going to be bad so why am i staring at a loading screen",negative
it's good but why can i not play the song i want to play. it always plays a different song than i'm picking. and 6 skips per hour? that's stupid,negative
"well i gave it a four star rating because when i play a song it just keeps on playing the song in my playlist and i can remove the song when i fully exit the app,so it's pretty annoying. other than that,i really like everything else just besides the annoying part.so it's a pretty good app to me",positive
"never a boring moment with spotify,search it you will find itðÿ˜š",positive
i've been using this app for years but recently somethings up with the app please fix it. sometimes the music just starts playing but there is no way to stop it. i can't get the album cover of song i'm listening up. there has been other issues are a recent thing. please fix it,negative
"they were unexceptionally smart to give me spotify premium free for 3 months... after that 3 months i couldn't bear with the ads and i literally became a premium member for good. its the best music streaming app but fyou for taking my money by playing mind games. jk just buy premium duo with a friend, its affordable.",positive
can't open the app anymore,negative
very interesting app for music lovers,positive
great! only problem is that sometimes it can glitch out a bit but it doesn't do that often,negative
fantastic music from top stars always available.,positive
"recently the app has been randomly losing the player. can't close the app, can't stop what's playing. argh! been using the app for years and have loved it. this needs to be fixed - please! update july 5, 2022 seemed to have returned to normal until today - same issue. am un-installing and re-installing.",positive
awesome app ðÿ‘œ no ads,positive
best choice for listening music,positive
what does it mean first you say listen 30 minutes of uninterrupted music then after one song you advertise again it would be better if you don't say it that 30 minutes of uninterrupted music,negative
it would be nice if we can download music and listen offline,negative
"the mobile version is absolute thrash i can't even choose the song to play, i can only choose a playlist with full of songs that i don't like.",negative
this app is great. it has all of my favorite music in one playlist!!! ðÿ•º,positive
"the shuffle button isn't on all playlist. music stops after 10 secs even after going into the app. also, i thought if i had the premium duo plan then it would get rid of ads. why do ads still come up on podcast?? updat: we are now in a july and it's still happening.. remind me why i pay for this sub???? first review was from back in april 2022. maybe if the music wouldn't keep stopping randomly it would make more sense.",negative
"what is going on with all the bugs? spotiy has always been wonderful until the last few months. bugs, skips, doesn't pop up what im currently listening to, so i can't pause or stop the music without having to close the app. i'm really hoping this gets fixed and i dont have to cancel my subscription â˜¹ï¸",negative
it says ad free music ad free music only in between ads ðÿ’¥ðÿ”ªðÿ”ªðÿ”ªðÿ˜­,negative
i play music on my pc. and set pc playback on mobile to. it still doesn't change songs on pc. lags a lot. makes it annoying. please fix it.,negative
extensive collection with great recommendations!,positive
best free streaming app,positive
all i know now is spotify âœ¨ðÿ¤§,negative
"in general the app is good, but recently when i play music it will occasionally not show the notification to show what song is playing or the app will freeze, i also can't unhide songs. please fix these issues.",negative
"unusable, songs will not even play and the app crashes constantly",negative
very nice app to listen to your favorite artist,positive
"spotify is great except two things. #1, it would be so much funner if it notified you when people followed you or notifed others when you follow them, i'm following countless friends who have no idea. it could be so much better. and #2, if you don't pay you lose access to listening to your playlists, youtube music still let's you listen to your playlists when you don't pay, the only difference is having ads or not having ads. i hate that spotify cuts you off.",negative
app works great. many features.,positive
"now playlist only can be played, but didnt show the list so i cant skip any song i want to hear. sometimes i want to hear song i like in the playlist multiple time.",negative
"i love spotify. i can create my own playlists, and just listen for hours.",positive
had spotify for around 10 years planning on going another 10.,negative
"its a good app, good music, but the new update is horrible. why do i have to shuffle my liked songs just to listen to music? why cant i tap on the song to listen to the full song and not a sample of the song? it doesn't really make sense but it does what its supposed to do which is play music. also the ads make me feel like i have malware on my phone with it popping up randomly.",negative
great choices of music and seem to be for free speech so you get 5* from me boo,negative
stopps playing playlists after just a few minutes,negative
i am fine without needing to pay for music so i get ads but i hate everything else. i should not need to pay to see what songs are in a album suggested songs should be optional and skips do not reset at all i have not opened spotify in 5 days so how do i have no skips they have fixed all this so ya use spotify,negative
"love it, this app is great for creating playlists and finding the music you love. i also love the ability to download playlists for when you have no internet.",positive
"new ui with the play button in the left most just feels weird, please fix it to the standard button layout.",negative
its better to pirate musics than using this... no youtube is better.,negative
"in first time, this app is disatified for me. i try to creat account but always reply to me something wrong. free log in,log in with facebook, log in with google account like that show me but can't sing in. what a uselsss app.",negative
im stuck at loading screen,negative
i have never been happier with a music provider. i tuned out after 10 years and literally thousands of dollars. it will take me the rest of my life of all available music to make up for it.,positive
"it literally is stuck on the logo and wont let me play my songs, go to home page or anywhere its just stuck at the logo.",negative
this is a grate app for music streaming.,negative
used to like it but now you have to pay for basic fetures. you are forced to listen to random songs even if your trying to listen to one song. its annoying.,negative
the computer version is way better,positive
in my opinion spotify beats all of the music apps out there hands down.........,positive
removed features being used by the client base without any notice. rather go to youtube music then continue paying spotify money. bring back spotify connect function and i'll take my review back.,negative
"the reason for less stars is the ads are becoming irritating. this app used to be having a non interrupting playback for 30 minutes or so if you saw an ad between. but now it have ads after almost every songs. and it used to have an option for checking the song by giving a 10 second or so sample of it before adding the song to a playlist if you add the songs by ""add songs"" option in the playlist. now it doesn't work. please bring it back. and please allow us to rearrange the songs in a playlist",negative
i don't know i if it's just me but every time i play my like songs it will play but later i will play song that i never liked or is interested in ðÿ˜¬ðÿ˜¬,positive
"this app is soo goodd i can listen to fav songs, and im not gonna find or download it in google or anything, i can just find it in spotifyðÿ¤ðÿ§¡ðÿ”¥",negative
very good i like all music is nice,positive
it a good app but how can i not pick the songs i want to play and only get 6 skips an hour it's so annoying why can't i pick my own songs. so after 6 skips your stuck listening to songs i don't want to listen to at the moment why can't i pick the song like on every other device,negative
too much ads ðÿ˜”ðÿ˜”ðÿ˜”,negative
"love you all except when the ads come in, then i just want to storm your office and dump your servers into the sea. ðÿ’›",negative
i would give this 5 stars but the fact that you cant choose wich songs you want is dumb af.,negative
best music app out. would recommend buying nyse: spot,positive
my spotify app is showing a ton of music from others countries. i need american music. how do i fix that?,negative
please focus on music not add,negative
i want to download spotify songs to my library on my conputer. please advise how to do this,negative
i have to say this is a great way to listen and enjoy your music ðÿ˜ðÿ˜,positive
easy to use and add songs,positive
"u love spotify because jungkook, v and bts' songs is there.",positive
good for streaming! ðÿ‘,positive
ads are good bcs tells abt new songs which are beautiful but smtimes it's is not good bcs u r listening ur fvrt song,negative
"good app, however, every time i want to add a specific song to my playlist, it shows me recommend songs rather than the song i want to look at and add. edit: now, when ever i try to look at a new song or playlist, it gives me infinite adds. wost music app ever. uninstall and move to youtube people.",positive
i pick a song it will change into random music,negative
too much ads. don't tell me to switch to premium. don't have a card for it.,negative
great app when it works. i've tried multiple times to get it to stop playing in the background to no avail. next option is to just delete it and cancel subscription.,negative
app is hot garbage and has been for years. i pay for the service and am plagued by crashes and random stoppages. persistent notification for playback will break for no reason. downloads will corrupt and leave you with no offline music.,negative
spotify is the best app for listening music it has all the features i have never seen before ðÿ˜„ðÿ˜„âœœï¸,positive
"i like this app but i hate it when we only get six skips per hour ,and when there is a song i did not put in my playlist, i really hope that changes but overall is still good",positive
"since june i've been having lots of problems with my podcasts and songs suddenly i'm playing and it stops and i can't press stop the songs, this is really incovenience, please try to fix this asap this is really annoying.",negative
it's a good app but there are few things bad with it it has a 6 hour wait to it when u skip like 4. or 3 songs #2 it skips randomly for no reason #3 u can pick ur own song u just have to hope it's the first one here is a good thing u can actually change the song without it being random in daily mixes,negative
all good. i've been with them for years . one time couldn't pay my bill on time. and they paid for 2 months. do i half to say anymore. thank u. . j bird.,positive
way too many ads. plays 1 or 2 songs and then multiple ads then does it again. very annoying when trying to listen to music.,negative
i haven't been able to enjoy music on any other app like i am this one (spotify) and creating an account is completely free!,negative
very good app.i listen to lots of music on hear,positive
ok this app is good but please remove limited skips i have the subscription for it and i love it but the free version is just so bad so make it so you have unlimited skips the ads are fine but the limited skips are just bad so please remove that,negative
make the ads a little shorter and its all good,negative
i can't play the music that i want to listen the whole albums starts playing.. please fix that thing up,negative
"dear spotify, your app is great. but my eyes bleed when i see the background color of lyrics on desktop version. please change it to softer color.",negative
"i thought deezer was bad but spotify i can't even login, keeps saying you're offline when i'm definitely online. i can't be stressing my brains just to access music, i'm out",negative
would be great but the 5 30 second ads kinda ruin it,negative
"what the heck is going on with this app? it was great and now it skips and when i open the app to turn off what i'm listening to, the player at the bottom has disappeared and i can't turn it off without closing the app. restarting the phone and the app only helps temporarily. reinstalling the app only works temporarily. i have loved spotify but am considering switching to amazon music because of this nonsense.",negative
this app is the best way to listen to music,positive
"great app i've been using it for years and have paid for my subscription. for the last few days there is no way to stop, skip or fast forward the songs. i have to close the entire window to get music to stop playing. please fix.",positive
"spotify app on pc is great, you can't doubt that. although the moment you just wanna travel with music on a phone its so horrible, theres this bug possibly where you're locked on shuffle mode. you can't even have fun with music anymore because spotify does everything possible to make it unfun.",negative
it's a good music app but i don't understand why i just cannot continue to skip freely from one track to another. why restrict the number of times one can skip tracks while listening to a playlist.,negative
suddenly if u put songs in shuffle..the first song plays again and again please do check this,positive
the quality of music got worse when i got premium the transitions between songs slowed down and wouldn't load as fast,negative
"two days ago all songs from playlists i listened to were showed in the history of songs i listened to recently as just songs, i mean there werenâ€™t any playlists and then songs from them, just songs. it confuses searching now, nothing has changed yet. i need answers, i have no idea whatâ€™s happening, and it extremely complicates using this app. upd: why canâ€™t i download music lol? what now? nothing changed either.",negative
great app! one problem! stop politicizing the ads! i download it to listen to music not hear about lgbtq or abortion or vaccines.,negative
can't open the app anymore. what the heck is going on?,negative
great tunes and selection,positive
been listening to spotify for years. never have been asked to rate it. got a new phone and it wants to know what i think. if i didn't like it i'd be using another platform.,negative
"it's a wonderful music app, and i definitely recommend. however, one issue i have is the imbalance between the different platforms. pc, almost everything you want from the app besides ""no ads"". tablet, quality is kinda the same on pc, but different because it's a tablet. phone, god, it needs to improve. ads, sure whatever, i get it. but not being able to choose what song to listen to and only 6 skips an hour? what if someone can't afford a tablet or pc? rethink this, because it's stupidly unfair",negative
the recent update has rendered this the most annoying app on my phone. constantly losing the playing bar. used to work without issues. huawei p30 pro,negative
i've been usthis for a while and figured they deserved of this reading i've been using this and i've never had no problems with it it's a little expensive but worth it,positive
really love playing spotify,positive
"nvm, free spotify sucks",negative
"wow... i moved from ios to android and the lack of care for android is astonishing. i'm a software engineer and i would have been fired months ago if i released something this buggy and didn't even bother to fix it. this is not acceptable. it's not that it's buggy, it's that there is no care to fix it. each new release makes the app more and more unstable. probably priority is ios and android just gets the crumbs.",negative
best music streaming service i have ever used. ui is simple and sophisticated. spotify also features many personalization options that makes the app feel like it was built for you.,positive
"i really don't care about the random pauses in the music. what upsets me is that after 14 days, everything is on shuffle. like, you cannot pick a certain song on a playlist. basically, it is forcing you to buy premium or else you will always be annoyed.",negative
"the best ever music app after google play store, with great quality sound n other effects. specially the premium plan is so worth it. ðÿ‘ðÿ˜‰ðÿ˜‡",positive
nice listening to wonderful music!,positive
"don't use this app, don't give your money to spotify. switch to bandcamp and actually support artists and not be force fed platform exclusives daily or be bombarded with ads in your listening. latest update appears to have completely borked the shuffle function, frequently goes over songs that were playing only minutes before.",negative
"spotify is very greedy, as in the free plan it puts shuffle on and it can't be turned off at all, and so many other things like that are added so you have to get premium. not worth it, get pandora.",negative
"can't listen to music, playlists for all are showing empty. tried uninstalling, clearing cache, rebooting...nothing has helped. i have a paid subscription and can't use the service. update: customer support was quick to address the issue and offered an easy solution to the problem. thank you.",negative
"well, what does this app offer that needs rating? it collects and plays the work of others well. displays the artwork of others well. its homepage is straight bad and mostly pushing things i will never and have never clicked on. they should have a ""simple"" mode that gets rid of all the faff and lets you just listen to music. after all, it doesn't pay its artists, so why does it need to advertise? i already pay for it!",negative
it's a good app just i don't like how i have to spend so much a month and only 6 skips pur hour it's should be six skips pur 30 minutes so when a add comes on we will get some skips,positive
it was nice and i loved to listen to music to drown out the noises or to draw but one day i was off to listen to music but it didn't let me choose music and i thought it was a glitch so i uninstalled the app the reinstalled it back but it still happened please put it to that we can choose the song and not randomize it,positive
"why won't my playlist restart? i keep starting my podcast so i can draw stuff but then it'll start in the middle of a song and it'll completely throw off the mood, why won't it restart the playlist instead of picking some random song to start in and then play that song and not let me to skip",negative
"i pay for my monthly subscription and the same day it quits working. tried uninstalling,, clearing data, clearing cache, restarting etc. can't get past initial logo screen. so who's refunding my money????",negative
"it has alot of songs of any genre, and if you pay the premium then it just gets better and better, 10/10 recommended",positive
the february update broke spotify connect to my car's bluetooth radio is no longer able to connect to spotify,negative
"i can't play any song that i pick, randomly cuts halfway through a song and 6 skips an hour shouldn't be a feature, i have no trouble with this on a console, like playstation but this is just generally unusable.",negative
"what happen to the canvas? i can't skip to next songs (both on phone and bluetooth), cannot select loop, random, or direct, can't see the lyrics, and can't skip through songs. please fix this",negative
"i am begging you, improve the offline functionality. song that are supposed to be downloaded won't play, the menues are buggy as hell offline and half the time will just not load, sometimes i can't even pull up my library.",negative
i did love using spotify! not anymore since i'm annoyed that all of my playlists are gone for some reason...,negative
i really like it. easy to use and customize.,positive
"great app, always has up to date music and i can generally always find the songs i'm looking for. i hate ad's so it's definitely worth the monthly subscription. i love listening to music while commuting and spotify helps make the journey less boring.",positive
"a new updaye and same issue as below. last time i had to contact support to fix it. used to love it. a few weeks ago after an update, i stopped seeing a notification in my pull down menu. the app is also switching to playing on the phone after i turned the car off post bluetooth. neither of these were ever an issue, i changed nothing about my phone setup.",negative
"right now as soon as i start vacation it is not working, not loading. i've uninstalled, reinstalled, forced stopped, restarted my phone. this is beyond annoying!!! edit, got a new phone and app still not working!!! everyone else in my family plan has a working spotify except myself and i am the plan account holder.",negative
i'm an artist and spotify doesn't even let me listen to my own song. it keeps playing other songs that i don't like :)),negative
"great music,all the songs l grew up with at the push of a button.",positive
we love our spotify!,positive
excellent perfomence with greatest hearing experience... the sound system ðÿ’¯,positive
i love spotify so much but i have two reasons why i don't like it. 1) i hate the ads. 2) premium is good but expensive and it made me broke,positive
the only reason i returned to this god awful app is to watch jre. although i haven't been able to in over a year because their mobile app is so poorly made i'll end up waiting five minutes for something to load just for it to buffer every twenty seconds without fail. beyond frustrating to use even without the ads. i couldn't recommend this app any less and i personally believe an honest to god 8-track would be an improvement to whatever the hell spotify claims to be.,negative
easy to use and very popular so it has a wide selection of music,positive
everything costs. and the random songs being added to your playlist is annoying.,negative
"fix the app! keeps crushing, plays what ever it wants, doesn't react, if i want to switch it off i need to close it from the background.",negative
the sound quality and other features are exceptional.,positive
how come when we use spotify on computer we can loop for free but when we use it on phone we gotta pay. cmon man thats just stupid,negative
good music i can find heheh even old music hehe,positive
whenever i open the app and numerous times while using it i get a message that i should turn on bluetooth. i know bluetooth is off. i turned it off. there are no bluetooth devices where i am. it has become so annoying that i am looking for an alternative,negative
spotify is great for listening to albums. and it's cool to be able to make playlists.,positive
"spotify gives you access to a lot of music, but often fails at functionally working. it doesn't have all the albums i want but has an interesting way of recommending new music.",positive
"if i were to compare, spotify is the best music app for me. i love the interface sm! although there are some bugs and stuffs, they didn't hinder me much from having a good experience in this app. i hope you'd add more songs and improve the sound quality just like am (it's already good but i don't think it would hurt if you make it better hehe)",positive
my app won't even open... i have tried reinstalling it and it still won't work..,negative
good but can be a bit confusing and difficult. sometimes u search and play ur particular song and pops up a total different one . spotify should really work on that,positive
the app will not open to the log in page,negative
